" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
"KnowBe4, Inc.",KnowBe4 Security Awareness Training,Agency,SaaS,Yes,,,U.S. Election Assistance Commission,,,FR1912662229
"KnowBe4, Inc.",KnowBe4 Security Awareness Training,Agency,SaaS,Yes,,,Department of Labor,,,FR1912662229
"KnowBe4, Inc.",KnowBe4 Security Awareness Training,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1912662229
Knowledge Services,dotStaff,,SaaS,No,,,,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2113552479
"Leidos Digital Solutions, Inc.",IQ FedCloud,Agency,SaaS,No,04/29/2019,07/10/2019,Executive Office of the President,,"Coalfire Systems, Inc.",FR1830842316
"Leidos Digital Solutions, Inc.",IQ FedCloud,Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR1830842316
"Leidos Digital Solutions, Inc.",IQ FedCloud,Agency,SaaS,Yes,,,Small Business Administration,,,FR1830842316
Level Access,Accessibility Management Platform (AMP),Agency,SaaS,No,,,General Services Administration,,SecureIT,FR2020767053
Liberty IT Solutions,Supply Chain Master Catalog powered by ProdigoMarketplace,Agency,SaaS,No,10/01/2020,11/04/2020,Department of Veterans Affairs,,Department of Veterans Affairs,FR2017462201
"Lookout, Inc.",Lookout Mobile Endpoint Security,JAB,SaaS,No,04/17/2020,04/29/2020,JAB Authorization,,EmeSec Incorporated,F1603297883
"Lookout, Inc.",Lookout Mobile Endpoint Security,JAB,SaaS,Yes,,,Department of Commerce,FirstNet,,F1603297883
"Lookout, Inc.",Lookout Mobile Endpoint Security,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,F1603297883
"Lookout, Inc.",Lookout Mobile Endpoint Security,JAB,SaaS,Yes,,,General Services Administration,,,F1603297883
MAXIMUS Inc.,MAXIMUS Cloud,JAB,IaaS,No,01/08/2016,01/08/2016,JAB Authorization,,"Coalfire Systems, Inc.",F1303191948
MAXIMUS Inc.,MAXIMUS Cloud,JAB,IaaS,Yes,,,Department of Commerce,United States Census Bureau,,F1303191948
MAXIMUS Inc.,MAXIMUS Cloud,JAB,IaaS,Yes,,,Department of Labor,,,F1303191948
MAXIMUS Inc.,MAXIMUS Cloud,JAB,IaaS,Yes,,,Department of Education,Federal Student Aid,,F1303191948
MAXIMUS Inc.,MAXIMUS Genesys Engagement Platform,Agency,PaaS,No,02/16/2017,10/03/2016,Office of Personnel Management,,"Coalfire Systems, Inc.",F1509307433
MAXIMUS Inc.,MAXIMUS Genesys Engagement Platform,Agency,PaaS,Yes,,,Consumer Financial Protection Bureau,,,F1509307433
MAXIMUS Inc.,MAXIMUS Intelligent Assistant (MIA),Agency,SaaS,No,10/31/2018,04/09/2019,Department of Health and Human Services,,"Coalfire Systems, Inc.",FR1728351539
MAXIMUS Inc.,MAXIMUS Intelligent Assistant (MIA),Agency,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,FR1728351539
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,No,03/31/2020,04/29/2020,JAB Authorization,,Kratos,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of Commerce,,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of Energy,Idaho Operations Office,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1506096710
McAfee,"McAfee MVISION Cloud – UCE [CASB/SWG/DLP] ",JAB,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1506096710
McAfee,"MVISION for Endpoint (ePO, EDR)",Agency,SaaS,No,08/28/2020,10/02/2020,Department of Homeland Security,,Kratos,FR1935245314
MDRC,SPROUT,Agency,SaaS,No,07/29/2020,10/07/2020,Department of Health and Human Services,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1902240018
"Medallia, Inc.",Medallia GovCloud,JAB,SaaS,No,04/01/2021,04/09/2021,JAB Authorization,,Kratos,FR1711262842
"Medallia, Inc.",Medallia GovCloud,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,FR1711262842
"Medallia, Inc.",Medallia GovCloud,JAB,SaaS,Yes,,,Office of Personnel Management,,,FR1711262842
"Medallia, Inc.",Medallia GovCloud,JAB,SaaS,Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,FR1711262842
"MediaLab, Inc.",MediaLab Federal,Agency,SaaS,No,11/05/2020,03/15/2021,Department of Veterans Affairs,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2004146362
MicroFocus,Fortify on Demand,JAB,SaaS,No,10/01/2020,02/04/2015,JAB Authorization,,"Lunarline, Inc.",F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of Homeland Security,,,F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of State,State Office of the Inspector General,,F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of Defense,United States Air Force,,F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of Defense,United States Army,,F1301101857
MicroFocus,Fortify on Demand,JAB,SaaS,Yes,,,Department of Labor,Bureau of Labor Statistics,,F1301101857
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",No,07/28/2015,06/06/2014,Department of the Interior,,"Coalfire Systems, Inc.",AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Pension Benefit Guaranty Corporation,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Peace Corps,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Federal Deposit Insurance Corporation,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Labor,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Nuclear Regulatory Commission,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Education,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Agriculture,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Consumer Financial Protection Bureau,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,United States Securities and Exchange Commission,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Office of Personnel Management,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,United States Mint,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,General Services Administration,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Environmental Protection Agency,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Commerce,United States Patent and Trademark Office,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Transportation,,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Justice,Justice Management Division,,AGENCYMPS
MicroPact,MicroPact Product Suite,Agency,"PaaS, SaaS",Yes,,,Department of Labor,,,AGENCYMPS
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",No,05/03/2019,05/03/2019,JAB Authorization,,Kratos,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,National Labor Relations Board,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Corporation for National & Community Service (CNCS),,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,National Science Foundation,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Education,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Veterans Affairs,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Tennessee Valley Authority,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Housing and Urban Development,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Transportation,Federal Aviation Administration,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Small Business Administration,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,National Endowment for the Arts,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Environmental Protection Agency,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Energy,Federal Energy Regulatory Commission,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of State,State Office of the Inspector General,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of the Interior,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Farm Credit Administration,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Federal Deposit Insurance Corporation,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Nuclear Regulatory Commission,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Transportation,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Commerce,United States Patent and Trademark Office,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Agriculture,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Pension Benefit Guaranty Corporation,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Commerce,FirstNet,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,U.S. Election Assistance Commission,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,Court Services and Offender Supervision Agency,,,F1209051525
Microsoft,Azure Commercial Cloud,JAB,"IaaS, PaaS",Yes,,,United States Agency for International Development,,,F1209051525
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",No,04/17/2020,04/29/2020,JAB Authorization,,Kratos,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Housing and Urban Development,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Energy,Federal Energy Regulatory Commission,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of the Interior,Bureau of Indian Affairs,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Agriculture,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,United States Equal Employment Opportunity Commission,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Tennessee Valley Authority,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Education,Federal Student Aid,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Environmental Protection Agency,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Education,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Justice,Office of Justice Programs,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Justice,Office of Justice Programs,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Nuclear Regulatory Commission,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of State,State Office of the Inspector General,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of the Interior,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of the Treasury,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,United States Agency for International Development,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Labor,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Administrative Office of the United States Courts,,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of the Interior,Bureau of Land Management,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Justice,Justice Management Division,,F1603087869
Microsoft,Azure Government (includes Dynamics 365),JAB,"IaaS, PaaS, SaaS",Yes,,,Department of Health and Human Services,Administration for Children & Families,,F1603087869
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,No,04/30/2018,11/20/2014,Department of Health and Human Services,,"Coalfire Systems, Inc.",MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Homeland Security,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,National Labor Relations Board,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,National Science Foundation,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Surface Transportation Board,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of the Interior,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Corporation for National & Community Service (CNCS),,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Transportation,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States Equal Employment Opportunity Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Agriculture,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Tennessee Valley Authority,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Energy,Southwestern Power Administration,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,National Capital Planning Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States Agency for Global Media,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States House of Representatives,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States Trade and Development Agency,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Social Security Administration,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Justice,Office of Justice Programs,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of State,State Office of the Inspector General,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Farm Credit Administration,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Energy,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States International Trade Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,National Endowment for the Arts,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Homeland Security,Transportation Security Administration,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,National Technical Information Service,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,FirstNet,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Commerce,National Telecommunications and Information Administration,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,U.S. Election Assistance Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Federal Trade Commission,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Defense,United States Army Corps of Engineers,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,United States Agency for International Development,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Court Services and Offender Supervision Agency,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Labor,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Health and Human Services,National Institutes of Health,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Homeland Security,United States Secret Service,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Department of Education,,,MSO365MT
Microsoft,Office 365 Multi-Tenant & Supporting Services,Agency,SaaS,Yes,,,Federal Reserve System,,,MSO365MT
Mimecast,Mimecast Federal Grid,,SaaS,No,,,,,"Schellman & Company, LLC",FR2027841666
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",No,04/21/2016,04/21/2016,JAB Authorization,,SecureIT,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Department of Defense,United States Marine Corps,,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Department of Transportation,Federal Railroad Administration,,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Federal Communications Commission,,,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Railroad Retirement Board,,,F1311222650
MIS Sciences Corporation,GovPoint Cloud Services,JAB,"IaaS, PaaS",Yes,,,Pretrial Services Agency,,,F1311222650
mLINQS,mLINQS Hosting Service,Agency,SaaS,No,08/27/2020,09/08/2017,Department of the Treasury,,"Coalfire Systems, Inc.",F1610037949
mLINQS,mLINQS Hosting Service,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1610037949
mLINQS,mLINQS Hosting Service,Agency,SaaS,Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,F1610037949
mLINQS,mLINQS Hosting Service,Agency,SaaS,Yes,,,Department of Agriculture,,,F1610037949
Modus,Modus Government Solutions (MGS),JAB,SaaS,No,,,JAB Authorization,,"Lunarline, Inc.",FR1915765924
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,No,05/09/2019,07/31/2019,Federal Communications Commission,,"Coalfire Systems, Inc.",FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Consumer Financial Protection Bureau,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Agriculture,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Veterans Affairs,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of the Treasury,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Pretrial Services Agency,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Federal Deposit Insurance Corporation,,,FR1818161169
